,0.21,0.21
7,0.12,0.12
9,0.05,0.05
11,0.00,0.00
12,-0.11,-0.11
14,-0.21,-0.21
15,-0.26,-0.26
17,-0.37,-0.37
20,-0.52,-0.52
25,-0.82,-0.82
29,-0.92,-0.92
33,-1.21,-1.21
37,-1.39,-1.39
41,-1.63,-1.63
46,-1.79,-1.79
50,-1.96,-1.96
54,-2.00,-2.00
58,-2.00,-2.00
62,-2.00,-2.00
66,-2.00,-2.00
70,-2.00,-2.00
74,-2.00,-2.00
78,-2.00,-2.00
82,-2.00,-2.00
87,-2.00,-2.00
92,-2.00,-2.00
96,-2.00,-2.00
100,-2.00,-2.00
104,-2.00,-2.00
108,-2.00,-2.00
113,-1.87,-1.87
117,-1.77,-1.77
121,-1.75,-1.75
126,-1.77,-1.77
131,-1.80,-1.80
135,-1.85,-1.85
140,-1.89,-1.89
144,-1.92,-1.92
148,-1.91,-1.91
152,-1.94,-1.94
157,-1.91,-1.91
161,-1.89,-1.89
165,-1.84,-1.84
171,-1.81,-1.81
175,-1.78,-1.78
179,-1.77,-1.77
184,-1.81,-1.81
188,-1.87,-1.87
192,-1.95,-1.95
197,-2.00,-2.00
201,-2.00,-2.00
205,-1.99,-1.99
210,-1.90,-1.90
215,-1.75,-1.75
219,-1.49,-1.49
224,-1.31,-1.31
228,-1.14,-1.14
232,-1.06,-1.06
236,-0.95,-0.95
241,-0.80,-0.80
245,-0.68,-0.68
249,-0.52,-0.52
254,-0.41,-0.41
259,-0.21,-0.21
263,0.04,0.04
267,0.27,0.27
271,0.52,0.52
275,0.77,0.77
279,0.98,0.98
282,1.13,1.13
286,1.32,1.32
290,1.87,1.87
294,1.83,1.83
299,2.00,2.00
302,2.00,2.00
306,2.00,2.00
310,2.00,2.00
314,2.00,2.00
318,2.00,2.00
321,2.00,2.00
325,2.00,2.00
329,2.00,2.00
333,2.00,2.00
337,2.00,2.00
342,2.00,2.00
345,1.94,1.94
349,1.69,1.69
353,1.51,1.51
357,1.37,1.37
361,1.28,1.28
364,1.21,1.21
368,1.14,1.14
372,1.08,1.08
376,1.03,1.03
380,1.00,1.00
384,1.00,1.00
388,1.02,1.02
392,1.08,1.08
396,1.13,1.13
400,1.16,1.16
403,1.19,1.19
407,1.22,1.22
411,1.24,1.24
415,1.23,1.23
419,1.20,1.20
423,1.13,1.13
427,1.05,1.05
431,0.94,0.94
435,0.84,0.84
439,0.79,0.79
443,0.74,0.74
446,0.69,0.69
450,0.58,0.58
454,0.48,0.48
458,0.38,0.38
462,0.27,0.27
465,0.09,0.09
470,-0.14,-0.14
475,-0.26,-0.26
479,-0.43,-0.43
483,-0.64,-0.64
487,-0.77,-0.77
492,-1.04,-1.04
496,-1.11,-1.11
500,-1.35,-1.35
505,-1.48,-1.48
509,-1.61,-1.61
514,-1.80,-1.80
519,-2.00,-2.00
523,-2.00,-2.00
527,-2.00,-2.00
532,-2.00,-2.00
536,-2.00,-2.00
540,-2.00,-2.00
545,-2.00,-2.00
549,-2.00,-2.00
553,-2.00,-2.00
559,-2.00,-2.00
563,-2.00,-2.00
567,-1.81,-1.81
571,-1.68,-1.68
576,-1.65,-1.65
580,-1.68,-1.68
584,-1.75,-1.75
589,-1.79,-1.79
593,-1.86,-1.86
598,-1.95,-1.95
603,-1.99,-1.99
607,-2.00,-2.00
611,-2.00,-2.00
616,-2.00,-2.00
620,-2.00,-2.00
624,-2.00,-2.00
629,-2.00,-2.00
633,-2.00,-2.00
637,-2.00,-2.00
643,-2.00,-2.00
647,-2.00,-2.00
651,-2.00,-2.00
655,-2.00,-2.00
660,-2.00,-2.00
664,-1.95,-1.95
668,-1.81,-1.81
673,-1.73,-1.73
677,-1.63,-1.63
681,-1.48,-1.48
687,-1.34,-1.34
691,-1.17,-1.17
695,-0.97,-0.97
700,-0.73,-0.73
704,-0.40,-0.40
708,-0.15,-0.15
713,0.20,0.20
716,0.47,0.47
720,0.71,0.71
724,0.87,0.87
729,1.07,1.07
733,1.42,1.42
736,1.79,1.79
740,2.00,2.00
744,2.00,2.00
748,2.00,2.00
752,2.00,2.00
756,2.00,2.00
759,2.00,2.00
763,2.00,2.00
768,2.00,2.00
772,2.00,2.00
776,2.00,2.00
779,2.00,2.00
783,2.00,2.00
787,2.00,2.00
791,1.89,1.89
795,1.73,1.73
798,1.63,1.63
802,1.53,1.53
806,1.46,1.46
811,1.43,1.43
815,1.43,1.43
818,1.44,1.44
822,1.46,1.46
826,1.43,1.43
830,1.44,1.44
834,1.46,1.46
837,1.48,1.48
841,1.53,1.53
845,1.58,1.58
849,1.54,1.54
854,1.57,1.57
858,1.56,1.56
861,1.51,1.51
865,1.47,1.47
869,1.35,1.35
873,1.19,1.19
877,1.04,1.04
880,0.84,0.84
884,0.65,0.65
888,0.46,0.46
892,0.52,0.52
897,0.43,0.43
900,0.26,0.26
904,0.13,0.13
908,0.02,0.02
912,-0.20,-0.20
916,-0.43,-0.43
920,-0.61,-0.61
925,-0.82,-0.82
929,-0.95,-0.95
933,-1.21,-1.21
939,-1.49,-1.49
943,-1.54,-1.54
947,-1.77,-1.77
952,-1.87,-1.87
956,-1.97,-1.97
960,-2.00,-2.00
965,-2.00,-2.00
969,-2.00,-2.00
973,-2.00,-2.00
978,-2.00,-2.00
983,-2.00,-2.00
987,-2.00,-2.00
992,-2.00,-2.00
996,-2.00,-2.00
1000,-2.00,-2.00
1005,-2.00,-2.00
1009,-2.00,-2.00
1014,-2.00,-2.00
1018,-1.83,-1.83
1024,-1.58,-1.58
1029,-1.46,-1.46
1033,-1.37,-1.37
1038,-1.35,-1.35
1042,-1.40,-1.40
1047,-1.53,-1.53
1051,-1.68,-1.68
1056,-1.84,-1.84
1061,-1.99,-1.99
1065,-2.00,-2.00
1071,-2.00,-2.00
1075,-2.00,-2.00
1080,-2.00,-2.00
1084,-2.00,-2.00
1089,-2.00,-2.00
1094,-2.00,-2.00
1098,-2.00,-2.00
1103,-2.00,-2.00
1107,-1.95,-1.95
1113,-1.74,-1.74
1117,-1.51,-1.51
1122,-1.32,-1.32
1127,-1.23,-1.23
1131,-1.06,-1.06
1136,-0.89,-0.89
1140,-0.72,-0.72
1145,-0.50,-0.50
1149,-0.21,-0.21
1155,0.01,0.01
1159,0.29,0.29
1163,0.52,0.52
1167,0.75,0.75
1171,1.10,1.10
1175,1.43,1.43
1179,1.66,1.66
1183,2.00,2.00
1187,2.00,2.00
1192,2.00,2.00
1197,2.00,2.00
1201,2.00,2.00
1205,2.00,2.00
1209,2.00,2.00
1213,2.00,2.00
1217,2.00,2.00
1221,2.00,2.00
1225,2.00,2.00
1229,2.00,2.00
1233,2.00,2.00
1238,1.82,1.82
1242,1.58,1.58
1246,1.37,1.37
1250,1.17,1.17
1255,1.00,1.00
1259,0.90,0.90
1263,0.85,0.85
1267,0.85,0.85
1271,0.89,0.89
1275,0.95,0.95
1280,1.06,1.06
1284,1.19,1.19
1288,1.31,1.31
1292,1.46,1.46
1296,1.53,1.53
1300,1.66,1.66
1304,1.72,1.72
1308,1.72,1.72
1312,1.77,1.77
1316,1.84,1.84
1321,1.80,1.80
1326,1.75,1.75
1330,1.62,1.62
1334,1.41,1.41
1338,1.15,1.15
1342,0.76,0.76
1346,0.70,0.70
1350,0.46,0.46
1354,0.19,0.19
1358,-0.07,-0.07
1363,-0.39,-0.39
1368,-0.67,-0.67
1373,-0.86,-0.86
1377,-1.16,-1.16
1382,-1.35,-1.35
1386,-1.55,-1.55
1391,-1.70,-1.70
1396,-1.83,-1.83
1400,-1.92,-1.92
1405,-2.00,-2.00
1410,-2.00,-2.00
1415,-2.00,-2.00
1419,-2.00,-2.00
1424,-2.00,-2.00
1429,-2.00,-2.00
1433,-2.00,-2.00
1438,-2.00,-2.00
1442,-2.00,-2.00
1447,-1.96,-1.96
1452,-2.00,-2.00
1457,-1.77,-1.77
1462,-2.00,-2.00
1466,-2.00,-2.00
1471,-2.00,-2.00
1475,-2.00,-2.00
1480,-2.00,-2.00
1484,-2.00,-2.00
1489,-1.93,-1.93
1495,-1.75,-1.75
1499,-1.64,-1.64
1504,-1.61,-1.61
1508,-1.60,-1.60
1513,-1.57,-1.57
1517,-1.61,-1.61
1522,-1.53,-1.53
1527,-1.73,-1.73
1531,-1.91,-1.91
1537,-2.00,-2.00
1541,-2.00,-2.00
1546,-2.00,-2.00
1550,-2.00,-2.00
1555,-2.00,-2.00
1560,-2.00,-2.00
1564,-1.93,-1.93
1569,-1.79,-1.79
1573,-1.70,-1.70
1579,-1.63,-1.63
1583,-1.55,-1.55
1588,-1.45,-1.45
1593,-1.30,-1.30
1597,-1.11,-1.11
1602,-0.85,-0.85
1606,-0.67,-0.67
1611,-0.42,-0.42
1615,-0.20,-0.20
1620,-0.01,-0.01
1626,0.23,0.23
1630,0.42,0.42
1634,0.61,0.61
1638,0.79,0.79
1642,1.08,1.08
1646,1.34,1.34
1650,1.61,1.61
1654,1.89,1.89
1658,2.00,2.00
1662,2.00,2.00
1667,2.00,2.00
1671,2.00,2.00
1675,2.00,2.00
1679,2.00,2.00
1683,2.00,2.00
1688,2.00,2.00
1692,2.00,2.00
1696,2.00,2.00
1700,2.00,2.00
1704,1.98,1.98
1709,1.79,1.79
1713,1.70,1.70
1717,1.57,1.57
1721,1.50,1.50
1725,1.48,1.48
1729,1.49,1.49
1733,1.52,1.52
1737,1.55,1.55
1741,1.55,1.55
1745,1.60,1.60
1750,1.60,1.60
1755,1.61,1.61
1759,1.59,1.59
1763,1.58,1.58
1767,1.53,1.53
1771,1.39,1.39
1775,1.25,1.25
1779,1.03,1.03
1783,0.79,0.79
1787,0.59,0.59
1792,0.54,0.54
1796,0.34,0.34
1800,0.12,0.12
1804,-0.12,-0.12
1809,-0.27,-0.27
1813,-0.53,-0.53
1818,-0.80,-0.80
1823,-1.04,-1.04
1827,-1.20,-1.20
1832,-1.41,-1.41
1837,-1.59,-1.59
1842,-1.72,-1.72
1846,-1.92,-1.92
1851,-2.00,-2.00
1856,-2.00,-2.00
1860,-2.00,-2.00
1865,-2.00,-2.00
1869,-2.00,-2.00
1874,-2.00,-2.00
1879,-2.00,-2.00
1884,-2.00,-2.00
1889,-2.00,-2.00
1893,-2.00,-2.00
1898,-2.00,-2.00
1902,-1.97,-1.97
1907,-2.00,-2.00
1911,-2.00,-2.00
1916,-1.98,-1.98
1922,-1.92,-1.92
1926,-1.87,-1.87
1931,-1.77,-1.77
1935,-1.67,-1.67
1940,-1.63,-1.63
1944,-1.68,-1.68
1949,-1.79,-1.79
1954,-1.94,-1.94
1958,-2.00,-2.00
1964,-2.00,-2.00
1968,-2.00,-2.00
1973,-2.00,-2.00
1977,-2.00,-2.00
1982,-2.00,-2.00
1986,-2.00,-2.00
1991,-2.00,-2.00
1996,-2.00,-2.00
2000,-1.94,-1.94
2006,-1.73,-1.73
2010,-1.56,-1.56
2015,-1.44,-1.44
2019,-1.28,-1.28
2024,-1.26,-1.26
2029,-1.14,-1.14
2033,-0.95,-0.95
2038,-0.70,-0.70
2042,-0.48,-0.48
2048,-0.20,-0.20
2052,0.09,0.09
2057,0.30,0.30
2061,0.52,0.52
2065,0.72,0.72
2069,0.89,0.89
2073,1.14,1.14
2077,1.32,1.32
2081,1.59,1.59
2085,1.88,1.88
2089,2.00,2.00
2094,2.00,2.00
2098,2.00,2.00
2102,2.00,2.00
2106,2.00,2.00
2110,2.00,2.00
2114,2.00,2.00
2118,2.00,2.00
2123,2.00,2.00
2127,2.00,2.00
2131,2.00,2.00
2136,1.92,1.92
2140,1.80,1.80
2144,1.67,1.67
2148,1.52,1.52
2152,1.47,1.47
2156,1.46,1.46
2160,1.45,1.45
2164,1.47,1.47
2168,1.48,1.48
2172,1.48,1.48
2177,1.50,1.50
2181,1.52,1.52
2185,1.51,1.51
2190,1.52,1.52
2194,1.53,1.53
2198,1.52,1.52
2202,1.53,1.53
2206,1.52,1.52
2210,1.45,1.45
2214,1.32,1.32
2219,1.13,1.13
2223,0.88,0.88
2227,0.61,0.61
2231,0.41,0.41
2235,0.25,0.25
2239,0.06,0.06
2243,-0.16,-0.16
2248,-0.42,-0.42
2253,-0.64,-0.64
2257,-0.89,-0.89
2263,-1.14,-1.14
2267,-1.30,-1.30
2272,-1.51,-1.51
2276,-1.66,-1.66
2281,-1.81,-1.81
2285,-1.86,-1.86
2290,-2.00,-2.00
2295,-2.00,-2.00
2299,-2.00,-2.00
2305,-2.00,-2.00
2309,-2.00,-2.00
2314,-2.00,-2.00
2318,-2.00,-2.00
2323,-2.00,-2.00
2328,-2.00,-2.00
2332,-1.92,-1.92
2337,-2.00,-2.00
2341,-1.92,-1.92
2347,-1.97,-1.97
2351,-1.99,-1.99
2356,-1.90,-1.90
2361,-1.84,-1.84
2365,-1.77,-1.77
2370,-1.65,-1.65
2374,-1.65,-1.65
2379,-1.64,-1.64
2383,-1.59,-1.59
2388,-1.60,-1.60
2394,-1.66,-1.66
2398,-1.75,-1.75
2403,-1.81,-1.81
2407,-1.85,-1.85
2412,-1.77,-1.77
2416,-1.82,-1.82
2421,-1.90,-1.90
2426,-2.00,-2.00
2430,-2.00,-2.00
2436,-2.00,-2.00
2440,-2.00,-2.00
2445,-2.00,-2.00
2449,-2.00,-2.00
2454,-2.00,-2.00
2459,-2.00,-2.00
2463,-2.00,-2.00
2468,-1.88,-1.88
2472,-1.75,-1.75
2478,-1.61,-1.61
2482,-1.48,-1.48
2487,-1.31,-1.31
2492,-1.09,-1.09
2496,-0.82,-0.82
2501,-0.60,-0.60
2505,-0.32,-0.32
2510,-0.03,-0.03
2514,0.25,0.25
2520,0.44,0.44
2524,0.59,0.59
2528,0.73,0.73
2532,0.84,0.84
2536,0.92,0.92
2540,1.03,1.03
2544,1.18,1.18
2548,1.36,1.36
2552,1.61,1.61
2556,2.00,2.00
2561,1.99,1.99
2565,2.00,2.00
2569,2.00,2.00
2573,2.00,2.00
2577,2.00,2.00
2581,2.00,2.00
2586,2.00,2.00
2590,2.00,2.00
2594,2.00,2.00
2598,1.96,1.96
2603,1.93,1.93
2607,1.89,1.89
2611,1.82,1.82
2615,1.76,1.76
2619,1.72,1.72
2623,1.68,1.68
2627,1.66,1.66
2631,1.62,1.62
2635,1.60,1.60
2639,1.59,1.59
2643,1.54,1.54
2648,1.50,1.50
2653,1.41,1.41
2657,1.36,1.36
2661,1.34,1.34
2665,1.32,1.32
2669,1.30,1.30
2673,1.25,1.25
2677,1.23,1.23
2681,1.15,1.15
2685,1.05,1.05
2690,0.93,0.93
2694,0.81,0.81
2698,0.68,0.68
2702,0.59,0.59
2706,0.50,0.50
2710,0.41,0.41
2714,0.32,0.32
2719,0.17,0.17
2723,0.04,0.04
2727,-0.10,-0.10
2732,-0.27,-0.27
2737,-0.46,-0.46
2741,-0.62,-0.62
2746,-0.80,-0.80
2750,-1.16,-1.16
2755,-1.22,-1.22
2760,-1.49,-1.49
2764,-1.69,-1.69
2769,-1.86,-1.86
2774,-2.00,-2.00
2779,-2.00,-2.00
2783,-2.00,-2.00
2788,-2.00,-2.00
2793,-2.00,-2.00
2797,-2.00,-2.00
2802,-2.00,-2.00
2806,-2.00,-2.00
2811,-2.00,-2.00
2816,-2.00,-2.00
2821,-2.00,-2.00
2826,-1.76,-1.76
2830,-1.53,-1.53
2835,-1.35,-1.35
2839,-1.12,-1.12
2844,-0.90,-0.90
2848,-0.96,-0.96
2853,-1.14,-1.14
2859,-1.37,-1.37
2863,-1.60,-1.60
2868,-1.91,-1.91
2872,-2.00,-2.00
2877,-2.00,-2.00
2881,-2.00,-2.00
2886,-2.00,-2.00
2891,-2.00,-2.00
2895,-2.00,-2.00
2900,-2.00,-2.00
2905,-2.00,-2.00
2910,-2.00,-2.00
2914,-2.00,-2.00
2919,-2.00,-2.00
2924,-1.94,-1.94
2928,-1.81,-1.81
2933,-1.68,-1.68
2937,-1.61,-1.61
2942,-1.49,-1.49
2947,-1.45,-1.45
2952,-1.32,-1.32
2957,-1.15,-1.15
2961,-0.87,-0.87
2966,-0.64,-0.64
2970,-0.34,-0.34
2975,-0.07,-0.07
2979,0.16,0.16
2983,0.42,0.42
2989,0.61,0.61
2993,0.76,0.76
2997,0.97,0.97
3001,1.17,1.17
3005,1.39,1.39
3009,1.65,1.65
3013,1.93,1.93
3017,2.00,2.00
3021,2.00,2.00
3025,2.00,2.00
3030,2.00,2.00
3034,2.00,2.00
3038,2.00,2.00
3042,2.00,2.00
3046,2.00,2.00
3050,2.00,2.00
3055,1.93,1.93
3059,1.68,1.68
3063,1.46,1.46
3067,1.32,1.32
3072,1.23,1.23
3076,1.18,1.18
3080,1.18,1.18
3084,1.23,1.23
3088,1.24,1.24
3092,1.29,1.29
3096,1.33,1.33
3100,1.37,1.37
3104,1.38,1.38
3108,1.40,1.40
3112,1.38,1.38
3117,1.40,1.40
3122,1.41,1.41
3126,1.41,1.41
3130,1.42,1.42
3134,1.39,1.39
3138,1.36,1.36
3142,1.27,1.27
3146,1.19,1.19
3150,1.08,1.08
3154,0.96,0.96
3159,0.81,0.81
3163,0.70,0.70
3167,0.61,0.61
3171,0.48,0.48
3175,0.31,0.31
3179,0.09,0.09
3183,-0.12,-0.12
3188,-0.34,-0.34
3193,-0.59,-0.59
3197,-0.74,-0.74
3203,-1.05,-1.05
3207,-1.13,-1.13
3212,-1.35,-1.35
3216,-1.56,-1.56
3221,-1.78,-1.78
3226,-1.88,-1.88
3230,-2.00,-2.00
3235,-2.00,-2.00
3239,-2.00,-2.00
3245,-2.00,-2.00
3249,-2.00,-2.00
3254,-2.00,-2.00
3259,-2.00,-2.00
3263,-2.00,-2.00
3268,-2.00,-2.00
3272,-2.00,-2.00
3277,-2.00,-2.00
3281,-1.91,-1.91
3287,-1.74,-1.74
3292,-2.00,-2.00
3296,-1.53,-1.53
3301,-1.96,-1.96
3305,-1.98,-1.98
3310,-2.00,-2.00
3314,-2.00,-2.00
3319,-2.00,-2.00
3324,-1.96,-1.96
3329,-1.90,-1.90
3334,-1.83,-1.83
3338,-1.79,-1.79
3343,-1.82,-1.82
3347,-1.92,-1.92
3352,-2.00,-2.00
3357,-2.00,-2.00
3361,-2.00,-2.00
3366,-2.00,-2.00
3371,-2.00,-2.00
3376,-2.00,-2.00
3380,-1.95,-1.95
3385,-1.84,-1.84
3390,-1.71,-1.71
3394,-1.59,-1.59
3399,-1.47,-1.47
3403,-1.39,-1.39
3408,-1.33,-1.33
3412,-1.23,-1.23
3418,-1.04,-1.04
3423,-0.79,-0.79
3427,-0.55,-0.55
3432,-0.25,-0.25
3436,0.07,0.07
3440,0.27,0.27
3444,0.43,0.43
3448,0.59,0.59
3453,0.74,0.74
3458,0.85,0.85
3462,0.96,0.96
3466,1.06,1.06
3470,1.14,1.14
3474,1.26,1.26
3478,1.40,1.40
3482,1.52,1.52
3486,1.89,1.89
3490,2.00,2.00
3494,2.00,2.00
3499,2.00,2.00
3503,2.00,2.00
3507,2.00,2.00
3511,2.00,2.00
3515,2.00,2.00
3520,2.00,2.00
3524,2.00,2.00
3528,1.94,1.94
3532,1.72,1.72
3536,1.58,1.58
3540,1.44,1.44
3545,1.33,1.33
3549,1.24,1.24
3553,1.15,1.15
3557,1.13,1.13
3561,1.11,1.11
3565,1.11,1.11
3569,1.14,1.14
3573,1.13,1.13
3577,1.12,1.12
3581,1.10,1.10
3587,1.01,1.01
3591,0.93,0.93
3595,0.84,0.84
3599,0.71,0.71
3603,0.64,0.64
3607,0.59,0.59
3611,0.39,0.39
3615,0.20,0.20
3619,0.02,0.02
3623,-0.20,-0.20
3629,-0.48,-0.48
3633,-0.72,-0.72
3638,-1.06,-1.06
3642,-1.21,-1.21
3647,-1.47,-1.47
3652,-1.78,-1.78
3656,-2.00,-2.00
3661,-2.00,-2.00
3665,-2.00,-2.00
3671,-2.00,-2.00
3675,-2.00,-2.00
3680,-2.00,-2.00
3684,-2.00,-2.00
3689,-2.00,-2.00
3694,-2.00,-2.00
3698,-1.94,-1.94
3703,-1.86,-1.86
3707,-1.89,-1.89
3713,-1.97,-1.97
3717,-2.00,-2.00
3722,-2.00,-2.00
3727,-1.96,-1.96
3731,-1.81,-1.81
3736,-1.68,-1.68
3740,-1.56,-1.56
3745,-1.51,-1.51
3749,-1.53,-1.53
3755,-1.57,-1.57
3760,-1.66,-1.66
3764,-1.77,-1.77
3769,-1.90,-1.90
3773,-2.00,-2.00
3778,-2.00,-2.00
3782,-2.00,-2.00
3787,-2.00,-2.00
3792,-2.00,-2.00
3796,-2.00,-2.00
3802,-2.00,-2.00
3806,-2.00,-2.00
3811,-1.94,-1.94
3815,-1.76,-1.76
3820,-1.58,-1.58
3825,-1.49,-1.49
3829,-1.35,-1.35
3834,-1.22,-1.22
3838,-1.22,-1.22
3844,-1.18,-1.18
3848,-1.03,-1.03
3853,-0.89,-0.89
3858,-0.66,-0.66
3862,-0.39,-0.39
3867,-0.17,-0.17
3871,0.09,0.09
3875,0.24,0.24
3879,0.44,0.44
3885,0.64,0.64
3889,0.77,0.77
3893,0.87,0.87
3897,1.13,1.13
3901,1.29,1.29
3905,1.45,1.45
3909,1.57,1.57
3913,1.75,1.75
3917,1.90,1.90
3921,1.95,1.95
3926,2.00,2.00
3930,2.00,2.00
3934,2.00,2.00
3938,1.98,1.98
3942,1.88,1.88
3946,1.75,1.75
3951,1.63,1.63
3955,1.46,1.46
3959,1.32,1.32
3963,1.14,1.14
3968,1.02,1.02
3972,0.93,0.93
3976,0.89,0.89
3980,0.89,0.89
3984,0.92,0.92
3988,1.04,1.04
3992,1.15,1.15
3996,1.26,1.26
4000,1.37,1.37
4004,1.47,1.47
4008,1.57,1.57
4013,1.65,1.65
4018,1.71,1.71
4022,1.71,1.71
4026,1.66,1.66
4030,1.58,1.58
4034,1.47,1.47
4038,1.37,1.37
4042,1.24,1.24
4046,1.15,1.15
4050,1.04,1.04
4055,0.89,0.89
4059,0.72,0.72
4063,0.56,0.56
4067,0.35,0.35
4071,0.20,0.20
4075,0.06,0.06
4079,-0.09,-0.09
4084,-0.28,-0.28
4089,-0.45,-0.45
4093,-0.64,-0.64
4099,-0.89,-0.89
4103,-1.13,-1.13
4108,-1.16,-1.16
4112,-1.45,-1.45
4117,-1.57,-1.57
4122,-1.73,-1.73
4126,-1.92,-1.92
4131,-2.00,-2.00
4135,-2.00,-2.00
4141,-2.00,-2.00
4145,-2.00,-2.00
4150,-2.00,-2.00
4155,-2.00,-2.00
4159,-2.00,-2.00
4164,-2.00,-2.00
4168,-2.00,-2.00
4173,-2.00,-2.00
4177,-1.89,-1.89
4183,-2.00,-2.00
4188,-1.52,-1.52
4192,-1.62,-1.62
4197,-1.84,-1.84
4201,-1.84,-1.84
4206,-1.79,-1.79
4210,-1.81,-1.81
4215,-1.82,-1.82
4220,-1.82,-1.82
4225,-1.85,-1.85
4230,-1.93,-1.93
4234,-1.94,-1.94
4239,-1.98,-1.98
4243,-1.97,-1.97
4248,-1.98,-1.98
4253,-1.98,-1.98
4257,-1.97,-1.97
4262,-1.99,-1.99
4267,-2.00,-2.00
4272,-2.00,-2.00
4276,-1.98,-1.98
4281,-1.96,-1.96
4286,-1.91,-1.91
4290,-1.82,-1.82
4295,-1.74,-1.74
4299,-1.59,-1.59
4304,-1.43,-1.43
4308,-1.27,-1.27
4314,-1.01,-1.01
4319,-0.72,-0.72
4323,-0.51,-0.51
4328,-0.22,-0.22
4332,0.05,0.05
4336,0.27,0.27
4340,0.48,0.48
4344,0.61,0.61
4348,0.73,0.73
4354,0.82,0.82
4358,1.01,1.01
4362,1.26,1.26
4366,1.57,1.57
4370,1.88,1.88
4374,2.00,2.00
4378,2.00,2.00
4382,2.00,2.00
4386,2.00,2.00
4390,2.00,2.00
4395,2.00,2.00
4399,2.00,2.00
4403,2.00,2.00
4407,2.00,2.00
4411,2.00,2.00
4415,1.97,1.97
4420,1.88,1.88
4424,1.79,1.79
4428,1.69,1.69
4432,1.62,1.62
4436,1.58,1.58
4441,1.54,1.54
4445,1.47,1.47
4449,1.40,1.40
4453,1.34,1.34
4457,1.31,1.31
4461,1.26,1.26
4465,1.23,1.23
4469,1.26,1.26
4473,1.29,1.29
4477,1.30,1.30
4482,1.30,1.30
4487,1.30,1.30
4491,1.28,1.28
4495,1.26,1.26
4499,1.21,1.21
4503,1.14,1.14
4507,1.07,1.07
4511,0.93,0.93
4515,0.78,0.78
4519,0.60,0.60
4524,0.41,0.41
4528,0.30,0.30
4532,0.17,0.17
4536,-0.08,-0.08
4541,-0.27,-0.27
4545,-0.54,-0.54
4550,-0.78,-0.78
4555,-0.96,-0.96
4559,-1.22,-1.22
4564,-1.45,-1.45
4569,-1.63,-1.63
4574,-1.74,-1.74
4578,-1.86,-1.86
4583,-1.93,-1.93
4588,-2.00,-2.00
4592,-2.00,-2.00
4597,-2.00,-2.00
4601,-2.00,-2.00
4606,-2.00,-2.00
4611,-2.00,-2.00
4616,-2.00,-2.00
4621,-2.00,-2.00
4625,-2.00,-2.00
4630,-2.00,-2.00
4634,-2.00,-2.00
4639,-2.00,-2.00
4643,-2.00,-2.00
4648,-2.00,-2.00
4654,-2.00,-2.00
4658,-2.00,-2.00
4663,-2.00,-2.00
4667,-2.00,-2.00
4672,-2.00,-2.00
4676,-2.00,-2.00
4681,-2.00,-2.00
4686,-2.00,-2.00
4690,-2.00,-2.00
4696,-2.00,-2.00
4700,-2.00,-2.00
4705,-2.00,-2.00
4709,-2.00,-2.00
4714,-2.00,-2.00
4719,-2.00,-2.00
4723,-2.00,-2.00
4728,-1.99,-1.99
4732,-1.96,-1.96
4738,-1.90,-1.90
4742,-1.82,-1.82
4747,-1.67,-1.67
4752,-1.45,-1.45
4756,-1.24,-1.24
4761,-0.91,-0.91
4765,-0.56,-0.56
4770,-0.23,-0.23
4774,0.17,0.17
4779,0.48,0.48
4784,0.76,0.76
4788,1.02,1.02
4792,1.23,1.23
4796,1.45,1.45
4800,1.90,1.90
4804,2.00,2.00
4808,2.00,2.00
4812,2.00,2.00
4816,2.00,2.00
4820,2.00,2.00
4825,2.00,2.00
4829,2.00,2.00
4833,2.00,2.00
4837,2.00,2.00
4841,1.83,1.83
4845,1.18,1.18
4850,1.14,1.14
4854,0.83,0.83
4858,0.71,0.71
4862,0.80,0.80
4867,1.22,1.22
4871,1.58,1.58
4875,1.72,1.72
4879,1.92,1.92
4883,2.00,2.00
4887,1.93,1.93
4891,1.75,1.75
4895,1.57,1.57
4899,1.42,1.42
4903,1.26,1.26
4908,1.00,1.00
4912,0.86,0.86
4917,0.71,0.71
4921,0.60,0.60
4925,0.35,0.35
4929,0.27,0.27
4933,-0.03,-0.03
4937,-0.24,-0.24
4942,-0.38,-0.38
4946,-0.47,-0.47
4952,-0.54,-0.54
4957,-0.57,-0.57
4961,-0.59,-0.59
4966,-0.58,-0.58
4970,-0.56,-0.56
4975,-0.57,-0.57
4979,-0.69,-0.69
4984,-0.58,-0.58
4989,-0.74,-0.74
4994,-0.85,-0.85
4999,-0.89,-0.89
