,0.21,0.21
5003,-1.03,-1.03
5008,-1.12,-1.12
5012,-1.33,-1.33
5017,-1.42,-1.42
5022,-1.48,-1.48
5026,-1.43,-1.43
5031,-1.54,-1.54
5036,-1.51,-1.51
5041,-1.48,-1.48
5045,-1.43,-1.43
5050,-1.42,-1.42
5055,-1.61,-1.61
5059,-2.00,-2.00
5064,-2.00,-2.00
5068,-2.00,-2.00
5073,-2.00,-2.00
5078,-2.00,-2.00
5083,-2.00,-2.00
5088,-2.00,-2.00
5092,-1.86,-1.86
5097,-1.54,-1.54
5101,-1.51,-1.51
5106,-1.66,-1.66
5110,-1.86,-1.86
5115,-1.99,-1.99
5121,-2.00,-2.00
5125,-2.00,-2.00
5130,-1.97,-1.97
5134,-1.92,-1.92
5139,-1.87,-1.87
5143,-1.82,-1.82
5148,-1.77,-1.77
5153,-1.75,-1.75
5157,-1.75,-1.75
5163,-1.72,-1.72
5167,-1.74,-1.74
5172,-1.73,-1.73
5176,-1.73,-1.73
5181,-1.70,-1.70
5186,-1.66,-1.66
5190,-1.55,-1.55
5195,-1.52,-1.52
5199,-1.47,-1.47
5204,-1.38,-1.38
5209,-1.27,-1.27
5214,-1.11,-1.11
5219,-0.94,-0.94
5223,-0.81,-0.81
5228,-0.64,-0.64
5232,-0.48,-0.48
5237,-0.34,-0.34
5241,-0.15,-0.15
5246,0.02,0.02
5251,0.16,0.16
5255,0.29,0.29
5259,0.43,0.43
5263,0.55,0.55
5267,0.71,0.71
5271,0.83,0.83
5275,0.92,0.92
5279,1.03,1.03
5284,1.11,1.11
5288,1.06,1.06
5293,1.20,1.20
5297,1.57,1.57
5301,1.69,1.69
5305,1.94,1.94
5309,2.00,2.00
5313,2.00,2.00
5317,2.00,2.00
5321,2.00,2.00
5325,2.00,2.00
5329,2.00,2.00
5334,2.00,2.00
5338,2.00,2.00
5342,1.96,1.96
5346,1.72,1.72
5351,1.67,1.67
5355,1.65,1.65
5359,1.60,1.60
5363,1.56,1.56
5367,1.54,1.54
5371,1.53,1.53
5376,1.49,1.49
5380,1.48,1.48
5384,1.46,1.46
5388,1.44,1.44
5392,1.40,1.40
5396,1.36,1.36
5400,1.29,1.29
5404,1.22,1.22
5408,1.12,1.12
5412,0.98,0.98
5417,0.82,0.82
5422,0.65,0.65
5426,0.43,0.43
5430,0.28,0.28
5434,0.15,0.15
5438,0.04,0.04
5442,-0.05,-0.05
5446,-0.13,-0.13
5451,-0.08,-0.08
5456,-0.02,-0.02
5460,-0.06,-0.06
5466,-0.11,-0.11
5470,-0.18,-0.18
5475,-0.31,-0.31
5479,-0.44,-0.44
5484,-0.62,-0.62
5489,-0.85,-0.85
5493,-1.19,-1.19
5498,-1.22,-1.22
5502,-1.47,-1.47
5508,-1.64,-1.64
5512,-1.75,-1.75
5517,-1.90,-1.90
5522,-2.00,-2.00
5526,-2.00,-2.00
5531,-2.00,-2.00
5535,-2.00,-2.00
5540,-2.00,-2.00
5544,-2.00,-2.00
5550,-2.00,-2.00
5555,-2.00,-2.00
5559,-2.00,-2.00
5564,-2.00,-2.00
5568,-1.92,-1.92
5573,-1.72,-1.72
5577,-1.63,-1.63
5582,-1.45,-1.45
5587,-1.38,-1.38
5592,-1.44,-1.44
5597,-1.49,-1.49
5601,-1.54,-1.54
5606,-1.58,-1.58
5610,-1.62,-1.62
5615,-1.65,-1.65
5620,-1.68,-1.68
5624,-1.71,-1.71
5629,-1.76,-1.76
5634,-1.75,-1.75
5639,-1.80,-1.80
5643,-1.79,-1.79
5648,-1.79,-1.79
5653,-1.75,-1.75
5657,-1.76,-1.76
5662,-1.84,-1.84
5666,-1.84,-1.84
5671,-1.79,-1.79
5676,-1.71,-1.71
5681,-1.60,-1.60
5686,-1.44,-1.44
5690,-1.28,-1.28
5695,-1.10,-1.10
5699,-0.91,-0.91
5704,-0.74,-0.74
5708,-0.53,-0.53
5713,-0.35,-0.35
5719,-0.21,-0.21
5723,-0.04,-0.04
5728,0.14,0.14
5732,0.31,0.31
5736,0.45,0.45
5740,0.56,0.56
5744,0.68,0.68
5748,0.82,0.82
5752,0.92,0.92
5756,1.60,1.60
5761,1.66,1.66
5765,2.00,2.00
5769,2.00,2.00
5773,2.00,2.00
5777,2.00,2.00
5782,2.00,2.00
5786,2.00,2.00
5790,2.00,2.00
5794,1.95,1.95
5798,1.86,1.86
5803,1.75,1.75
5807,1.64,1.64
5811,1.59,1.59
5815,1.56,1.56
5819,1.50,1.50
5823,1.44,1.44
5827,1.41,1.41
5831,1.42,1.42
5835,1.42,1.42
5839,1.44,1.44
5843,1.49,1.49
5849,1.52,1.52
5853,1.54,1.54
5857,1.57,1.57
5861,1.61,1.61
5865,1.58,1.58
5869,1.63,1.63
5873,1.67,1.67
5877,1.61,1.61
5881,1.63,1.63
5885,1.62,1.62
5890,1.60,1.60
5894,1.56,1.56
5898,1.47,1.47
5902,1.36,1.36
5906,1.20,1.20
5910,1.01,1.01
5915,0.80,0.80
5919,0.60,0.60
5923,0.41,0.41
5927,0.22,0.22
5932,0.02,0.02
5936,-0.09,-0.09
5940,-0.18,-0.18
5945,-0.26,-0.26
5950,-0.19,-0.19
5954,-0.10,-0.10
5959,-0.11,-0.11
5963,-0.14,-0.14
5968,-0.18,-0.18
5972,-0.25,-0.25
5978,-0.35,-0.35
5983,-0.45,-0.45
5987,-0.65,-0.65
5992,-0.80,-0.80
5996,-0.91,-0.91
6001,-1.15,-1.15
6005,-1.38,-1.38
6010,-1.57,-1.57
6016,-1.69,-1.69
6020,-1.83,-1.83
6025,-1.95,-1.95
6029,-2.00,-2.00
6034,-2.00,-2.00
6038,-2.00,-2.00
6043,-2.00,-2.00
6048,-2.00,-2.00
6052,-2.00,-2.00
6057,-2.00,-2.00
6062,-2.00,-2.00
6067,-2.00,-2.00
6071,-1.71,-1.71
6076,-1.51,-1.51
6081,-1.51,-1.51
6085,-1.49,-1.49
6090,-1.65,-1.65
6094,-1.73,-1.73
6099,-1.76,-1.76
6104,-1.82,-1.82
6109,-1.82,-1.82
6114,-1.82,-1.82
6118,-1.82,-1.82
6123,-1.83,-1.83
6127,-1.83,-1.83
6132,-1.82,-1.82
6136,-1.82,-1.82
6141,-1.80,-1.80
6146,-1.82,-1.82
6151,-1.82,-1.82
6156,-1.86,-1.86
6160,-1.87,-1.87
6165,-1.84,-1.84
6169,-1.83,-1.83
6174,-1.81,-1.81
6178,-1.87,-1.87
6183,-1.84,-1.84
6189,-1.80,-1.80
6193,-1.71,-1.71
6198,-1.59,-1.59
6202,-1.45,-1.45
6207,-1.28,-1.28
6211,-1.10,-1.10
6216,-0.92,-0.92
6221,-0.73,-0.73
6225,-0.50,-0.50
6231,-0.30,-0.30
6235,-0.05,-0.05
6240,0.17,0.17
6244,0.36,0.36
6248,0.52,0.52
6252,0.69,0.69
6256,0.84,0.84
6260,1.01,1.01
6264,1.12,1.12
6268,1.57,1.57
6273,2.00,2.00
6277,2.00,2.00
6282,2.00,2.00
6286,2.00,2.00
6290,2.00,2.00
6294,2.00,2.00
6298,2.00,2.00
6302,2.00,2.00
6306,2.00,2.00
6310,2.00,2.00
6315,2.00,2.00
6319,2.00,2.00
6323,2.00,2.00
6327,1.95,1.95
6331,1.76,1.76
6335,1.56,1.56
6339,1.37,1.37
6343,1.22,1.22
6348,1.15,1.15
6352,1.12,1.12
6356,1.15,1.15
6361,1.21,1.21
6365,1.32,1.32
6369,1.39,1.39
6373,1.43,1.43
6377,1.48,1.48
6381,1.53,1.53
6385,1.58,1.58
6389,1.59,1.59
6393,1.58,1.58
6397,1.53,1.53
6402,1.56,1.56
6406,1.45,1.45
6410,1.32,1.32
6415,1.06,1.06
6419,0.80,0.80
6423,0.51,0.51
6427,0.21,0.21
6431,0.00,0.00
6435,-0.05,-0.05
6439,-0.17,-0.17
6445,-0.41,-0.41
6450,-0.57,-0.57
6454,-0.72,-0.72
6459,-0.86,-0.86
6463,-1.00,-1.00
6468,-1.16,-1.16
6472,-1.31,-1.31
6477,-1.23,-1.23
6482,-1.29,-1.29
6487,-1.31,-1.31
6492,-1.37,-1.37
6496,-1.38,-1.38
6501,-1.46,-1.46
6505,-1.54,-1.54
6510,-1.61,-1.61
6515,-1.92,-1.92
6519,-2.00,-2.00
6524,-2.00,-2.00
6529,-2.00,-2.00
6534,-2.00,-2.00
6538,-2.00,-2.00
6543,-2.00,-2.00
6548,-2.00,-2.00
6552,-2.00,-2.00
6557,-2.00,-2.00
6561,-2.00,-2.00
6566,-1.61,-1.61
6571,-1.59,-1.59
6576,-1.50,-1.50
6581,-1.45,-1.45
6585,-1.45,-1.45
6590,-1.59,-1.59
6594,-1.66,-1.66
6599,-1.69,-1.69
6603,-1.73,-1.73
6608,-1.80,-1.80
6614,-1.85,-1.85
6618,-1.93,-1.93
6623,-1.95,-1.95
6627,-1.99,-1.99
6632,-2.00,-2.00
6636,-2.00,-2.00
6641,-2.00,-2.00
6645,-2.00,-2.00
6650,-2.00,-2.00
6656,-1.98,-1.98
6660,-1.94,-1.94
6665,-1.92,-1.92
6669,-1.85,-1.85
6674,-1.71,-1.71
6678,-1.55,-1.55
6683,-1.44,-1.44
6688,-1.24,-1.24
6692,-1.04,-1.04
6697,-0.86,-0.86
6702,-0.61,-0.61
6707,-0.36,-0.36
6711,-0.17,-0.17
6716,0.10,0.10
6720,0.31,0.31
6724,0.49,0.49
6728,0.68,0.68
6732,0.81,0.81
6736,0.95,0.95
6740,1.06,1.06
6745,1.19,1.19
6750,1.46,1.46
6754,1.98,1.98
6758,2.00,2.00
6762,2.00,2.00
6766,2.00,2.00
6770,2.00,2.00
6774,2.00,2.00
6778,2.00,2.00
6782,2.00,2.00
6787,2.00,2.00
6791,2.00,2.00
6795,1.86,1.86
6799,1.77,1.77
6803,1.68,1.68
6807,1.61,1.61
6811,1.59,1.59
6816,1.60,1.60
6820,1.59,1.59
6824,1.59,1.59
6829,1.59,1.59
6833,1.53,1.53
6837,1.49,1.49
6841,1.44,1.44
6845,1.38,1.38
6849,1.32,1.32
6853,1.27,1.27
6857,1.20,1.20
6861,1.15,1.15
6865,1.10,1.10
6870,1.06,1.06
6874,1.02,1.02
6878,1.00,1.00
6883,0.97,0.97
6887,0.90,0.90
6891,0.84,0.84
6895,0.74,0.74
6899,0.61,0.61
6903,0.48,0.48
6907,0.33,0.33
6912,0.16,0.16
6916,0.08,0.08
6920,0.02,0.02
6924,-0.11,-0.11
6929,-0.25,-0.25
6933,-0.34,-0.34
6938,-0.45,-0.45
6942,-0.53,-0.53
6947,-0.60,-0.60
6952,-0.69,-0.69
6957,-0.96,-0.96
6962,-0.91,-0.91
6966,-1.17,-1.17
6971,-1.31,-1.31
6975,-1.47,-1.47
6980,-1.60,-1.60
6985,-1.69,-1.69
6989,-1.72,-1.72
6994,-1.74,-1.74
6999,-1.76,-1.76
7004,-1.75,-1.75
7008,-1.75,-1.75
7013,-1.77,-1.77
7018,-1.83,-1.83
7022,-1.87,-1.87
7027,-1.91,-1.91
7031,-1.97,-1.97
7036,-2.00,-2.00
7041,-2.00,-2.00
7046,-2.00,-2.00
7051,-2.00,-2.00
7055,-2.00,-2.00
7060,-2.00,-2.00
7064,-2.00,-2.00
7069,-2.00,-2.00
7073,-2.00,-2.00
7078,-2.00,-2.00
7084,-2.00,-2.00
7088,-1.77,-1.77
7093,-1.69,-1.69
7097,-1.68,-1.68
7102,-1.66,-1.66
7106,-1.65,-1.65
7111,-1.67,-1.67
7116,-1.70,-1.70
7120,-1.74,-1.74
7126,-1.77,-1.77
7130,-1.81,-1.81
7135,-1.83,-1.83
7139,-1.80,-1.80
7144,-1.73,-1.73
7149,-1.62,-1.62
7153,-1.52,-1.52
7158,-1.36,-1.36
7162,-1.16,-1.16
7168,-0.98,-0.98
7172,-0.75,-0.75
7177,-0.51,-0.51
7182,-0.28,-0.28
7186,-0.02,-0.02
7191,0.26,0.26
7195,0.48,0.48
7199,0.73,0.73
7203,1.01,1.01
7207,1.31,1.31
7212,1.64,1.64
7216,1.89,1.89
7220,2.00,2.00
7224,2.00,2.00
7228,2.00,2.00
7232,2.00,2.00
7236,2.00,2.00
7240,2.00,2.00
7244,2.00,2.00
7249,2.00,2.00
7254,2.00,2.00
7258,2.00,2.00
7262,2.00,2.00
7266,1.93,1.93
7270,1.81,1.81
7274,1.72,1.72
7278,1.61,1.61
7282,1.50,1.50
7286,1.37,1.37
7290,1.23,1.23
7294,1.12,1.12
7299,1.04,1.04
7303,1.02,1.02
7307,1.02,1.02
7311,1.07,1.07
7316,1.14,1.14
7320,1.22,1.22
7324,1.31,1.31
7328,1.39,1.39
7332,1.46,1.46
7336,1.53,1.53
7341,1.53,1.53
7345,1.45,1.45
7349,1.38,1.38
7353,1.33,1.33
7357,1.19,1.19
7361,1.02,1.02
7365,0.82,0.82
7369,0.54,0.54
7373,0.29,0.29
7378,0.09,0.09
7383,0.04,0.04
7387,-0.07,-0.07
7391,-0.29,-0.29
7396,-0.44,-0.44
7400,-0.59,-0.59
7405,-0.79,-0.79
7409,-0.94,-0.94
7414,-1.19,-1.19
7419,-1.17,-1.17
7424,-1.42,-1.42
7429,-1.51,-1.51
7433,-1.64,-1.64
7438,-1.77,-1.77
7442,-1.84,-1.84
7447,-1.98,-1.98
7452,-2.00,-2.00
7456,-2.00,-2.00
7461,-2.00,-2.00
7465,-2.00,-2.00
7471,-2.00,-2.00
7475,-2.00,-2.00
7480,-2.00,-2.00
7485,-2.00,-2.00
7489,-2.00,-2.00
7494,-2.00,-2.00
7498,-2.00,-2.00
7503,-2.00,-2.00
7507,-2.00,-2.00
7513,-1.77,-1.77
7518,-1.63,-1.63
7522,-1.54,-1.54
7527,-1.55,-1.55
7531,-1.63,-1.63
7536,-1.77,-1.77
7540,-1.87,-1.87
7545,-1.99,-1.99
7550,-2.00,-2.00
7555,-2.00,-2.00
7560,-2.00,-2.00
7564,-2.00,-2.00
7569,-2.00,-2.00
7573,-2.00,-2.00
7578,-2.00,-2.00
7583,-2.00,-2.00
7587,-1.95,-1.95
7592,-1.84,-1.84
7597,-1.67,-1.67
7602,-1.47,-1.47
7606,-1.33,-1.33
7611,-1.16,-1.16
7616,-0.97,-0.97
7620,-0.81,-0.81
7625,-0.57,-0.57
7629,-0.32,-0.32
7634,-0.13,-0.13
7639,0.12,0.12
7643,0.31,0.31
7648,0.49,0.49
7652,0.66,0.66
7656,0.91,0.91
7660,1.15,1.15
7664,1.41,1.41
7668,1.72,1.72
7672,2.00,2.00
7676,2.00,2.00
7681,2.00,2.00
7685,2.00,2.00
7689,2.00,2.00
7693,2.00,2.00
7697,2.00,2.00
7701,2.00,2.00
7705,2.00,2.00
7709,2.00,2.00
7714,2.00,2.00
7718,2.00,2.00
7723,1.99,1.99
7727,1.90,1.90
7731,1.83,1.83
7735,1.73,1.73
7739,1.61,1.61
7743,1.55,1.55
7747,1.49,1.49
7751,1.43,1.43
7755,1.38,1.38
7759,1.32,1.32
7763,1.29,1.29
7768,1.25,1.25
7772,1.20,1.20
7776,1.15,1.15
7781,1.07,1.07
7785,0.94,0.94
7789,0.82,0.82
7793,0.68,0.68
7797,0.55,0.55
7801,0.42,0.42
7805,0.33,0.33
7810,0.28,0.28
7814,0.21,0.21
7818,0.13,0.13
7822,0.03,0.03
7826,-0.03,-0.03
7831,-0.12,-0.12
7835,-0.25,-0.25
7840,-0.35,-0.35
7845,-0.52,-0.52
7849,-0.65,-0.65
7855,-0.75,-0.75
7859,-0.84,-0.84
7864,-1.05,-1.05
7868,-1.09,-1.09
7873,-1.27,-1.27
7878,-1.41,-1.41
7882,-1.53,-1.53
7887,-1.76,-1.76
7891,-2.00,-2.00
7897,-2.00,-2.00
7901,-2.00,-2.00
7906,-2.00,-2.00
7910,-2.00,-2.00
7915,-2.00,-2.00
7920,-2.00,-2.00
7924,-2.00,-2.00
7929,-2.00,-2.00
7933,-2.00,-2.00
7939,-2.00,-2.00
7943,-1.83,-1.83
7948,-1.51,-1.51
7953,-1.44,-1.44
7957,-1.50,-1.50
7962,-1.51,-1.51
7966,-1.52,-1.52
7971,-1.63,-1.63
7975,-1.72,-1.72
7981,-1.78,-1.78
7986,-1.82,-1.82
7990,-1.86,-1.86
7995,-1.89,-1.89
7999,-1.91,-1.91
8004,-1.94,-1.94
8008,-1.96,-1.96
8013,-1.92,-1.92
8018,-1.90,-1.90
8023,-1.88,-1.88
8028,-1.88,-1.88
8032,-1.89,-1.89
8037,-1.93,-1.93
8041,-1.93,-1.93
8046,-1.90,-1.90
8051,-1.88,-1.88
8055,-1.83,-1.83
8060,-1.72,-1.72
8065,-1.56,-1.56
8070,-1.41,-1.41
8074,-1.21,-1.21
8079,-1.03,-1.03
8084,-0.88,-0.88
8088,-0.74,-0.74
8093,-0.56,-0.56
8097,-0.35,-0.35
8102,-0.15,-0.15
8107,0.10,0.10
8112,0.30,0.30
8116,0.48,0.48
8120,0.63,0.63
8124,0.85,0.85
8128,1.04,1.04
8132,1.27,1.27
8136,1.52,1.52
8140,1.72,1.72
8144,1.95,1.95
8148,2.00,2.00
8153,2.00,2.00
8157,2.00,2.00
8161,2.00,2.00
8165,2.00,2.00
8169,2.00,2.00
8173,2.00,2.00
8178,2.00,2.00
8182,2.00,2.00
8186,2.00,2.00
8190,2.00,2.00
8195,1.83,1.83
8199,1.66,1.66
8203,1.51,1.51
8207,1.41,1.41
8211,1.30,1.30
8215,1.23,1.23
8219,1.15,1.15
8223,1.10,1.10
8227,1.06,1.06
8231,1.04,1.04
8236,1.03,1.03
8240,0.99,0.99
8245,0.92,0.92
8249,0.83,0.83
8253,0.74,0.74
8257,0.64,0.64
8261,0.57,0.57
8265,0.47,0.47
8269,0.37,0.37
8273,0.28,0.28
8278,0.20,0.20
8282,0.12,0.12
8286,0.02,0.02
8290,-0.06,-0.06
8295,-0.21,-0.21
8299,-0.33,-0.33
8304,-0.51,-0.51
8308,-0.71,-0.71
8313,-0.88,-0.88
8318,-1.07,-1.07
8323,-1.26,-1.26
8328,-1.51,-1.51
8332,-1.40,-1.40
8337,-1.68,-1.68
8341,-1.75,-1.75
8346,-1.79,-1.79
8351,-1.89,-1.89
8355,-1.98,-1.98
8360,-2.00,-2.00
8365,-2.00,-2.00
8370,-2.00,-2.00
8374,-2.00,-2.00
8379,-2.00,-2.00
8384,-2.00,-2.00
8388,-2.00,-2.00
8393,-1.94,-1.94
8397,-1.85,-1.85
8402,-1.79,-1.79
8407,-2.00,-2.00
8412,-1.62,-1.62
8417,-1.76,-1.76
8421,-1.87,-1.87
8426,-1.88,-1.88
8430,-1.89,-1.89
8435,-1.97,-1.97
8439,-1.99,-1.99
8444,-1.95,-1.95
8450,-1.90,-1.90
8454,-1.85,-1.85
8459,-1.83,-1.83
8463,-1.83,-1.83
8468,-1.85,-1.85
8472,-1.87,-1.87
8477,-1.87,-1.87
8482,-1.89,-1.89
8486,-1.91,-1.91
8492,-1.95,-1.95
8496,-1.97,-1.97
8501,-1.97,-1.97
8505,-1.95,-1.95
8510,-1.91,-1.91
8515,-1.86,-1.86
8519,-1.78,-1.78
8524,-1.62,-1.62
8528,-1.39,-1.39
8534,-1.17,-1.17
8538,-0.91,-0.91
8543,-0.65,-0.65
8548,-0.46,-0.46
8552,-0.22,-0.22
8557,0.02,0.02
8561,0.21,0.21
8565,0.43,0.43
8569,0.68,0.68
8573,0.92,0.92
8578,1.13,1.13
8582,1.34,1.34
8586,1.50,1.50
8590,1.61,1.61
8594,1.71,1.71
8598,1.70,1.70
8602,1.87,1.87
8606,1.86,1.86
8611,1.85,1.85
8615,1.81,1.81
8620,1.77,1.77
8624,1.69,1.69
8628,1.62,1.62
8632,1.60,1.60
8636,1.63,1.63
8640,1.61,1.61
8644,1.66,1.66
8648,1.73,1.73
8652,1.77,1.77
8656,1.80,1.80
8660,1.81,1.81
8665,1.79,1.79
8669,1.77,1.77
8673,1.71,1.71
8678,1.64,1.64
8682,1.56,1.56
8686,1.46,1.46
8690,1.39,1.39
8694,1.33,1.33
8698,1.32,1.32
8702,1.33,1.33
8707,1.35,1.35
8711,1.36,1.36
8715,1.34,1.34
8719,1.30,1.30
8723,1.22,1.22
8727,1.13,1.13
8731,1.03,1.03
8735,0.87,0.87
8739,0.70,0.70
8744,0.50,0.50
8749,0.27,0.27
8753,0.13,0.13
8757,0.04,0.04
8761,-0.13,-0.13
8765,-0.39,-0.39
8770,-0.58,-0.58
8774,-0.80,-0.80
8779,-0.95,-0.95
8784,-1.08,-1.08
8788,-1.32,-1.32
8794,-1.26,-1.26
8798,-1.39,-1.39
8803,-1.50,-1.50
8807,-1.58,-1.58
8812,-1.67,-1.67
8817,-1.72,-1.72
8821,-1.75,-1.75
8826,-1.84,-1.84
8830,-1.99,-1.99
8836,-2.00,-2.00
8840,-2.00,-2.00
8845,-2.00,-2.00
8850,-2.00,-2.00
8854,-2.00,-2.00
8859,-2.00,-2.00
8863,-2.00,-2.00
8868,-2.00,-2.00
8872,-2.00,-2.00
8878,-2.00,-2.00
8883,-2.00,-2.00
8887,-2.00,-2.00
8892,-1.99,-1.99
8896,-1.87,-1.87
8901,-1.79,-1.79
8905,-1.74,-1.74
8910,-1.76,-1.76
8915,-1.80,-1.80
8920,-1.85,-1.85
8925,-1.90,-1.90
8929,-1.90,-1.90
8934,-1.97,-1.97
8938,-1.98,-1.98
8943,-2.00,-2.00
8948,-2.00,-2.00
8952,-2.00,-2.00
8957,-2.00,-2.00
8962,-2.00,-2.00
8967,-2.00,-2.00
8971,-2.00,-2.00
8976,-2.00,-2.00
8981,-1.96,-1.96
8985,-1.75,-1.75
8990,-1.47,-1.47
8994,-1.27,-1.27
8999,-1.01,-1.01
9004,-0.80,-0.80
9009,-0.69,-0.69
9014,-0.51,-0.51
9018,-0.30,-0.30
9023,-0.08,-0.08
9027,0.11,0.11
9031,0.31,0.31
9035,0.55,0.55
9039,0.73,0.73
9044,0.90,0.90
9049,1.06,1.06
9053,1.29,1.29
9057,1.56,1.56
9061,1.92,1.92
9065,1.98,1.98
9069,2.00,2.00
9073,2.00,2.00
9077,2.00,2.00
9081,2.00,2.00
9085,2.00,2.00
9090,2.00,2.00
9094,2.00,2.00
9098,2.00,2.00
9102,2.00,2.00
9106,2.00,2.00
9111,2.00,2.00
9115,2.00,2.00
9119,1.95,1.95
9123,1.74,1.74
9127,1.54,1.54
9132,1.37,1.37
9136,1.24,1.24
9140,1.12,1.12
9144,1.08,1.08
9148,1.06,1.06
9152,1.06,1.06
9156,1.05,1.05
9160,1.04,1.04
9164,1.03,1.03
9168,1.01,1.01
9172,0.98,0.98
9178,0.93,0.93
9182,0.86,0.86
9186,0.77,0.77
9190,0.64,0.64
9194,0.45,0.45
9198,0.35,0.35
9202,0.29,0.29
9206,0.20,0.20
9210,0.04,0.04
9214,-0.07,-0.07
9220,-0.26,-0.26
9224,-0.43,-0.43
9229,-0.54,-0.54
9233,-0.85,-0.85
9238,-0.83,-0.83
9243,-1.03,-1.03
9247,-1.22,-1.22
9252,-1.37,-1.37
9256,-1.45,-1.45
9262,-1.54,-1.54
9266,-1.74,-1.74
9271,-1.98,-1.98
9275,-2.00,-2.00
9280,-2.00,-2.00
9285,-2.00,-2.00
9289,-2.00,-2.00
9294,-2.00,-2.00
9298,-2.00,-2.00
9304,-2.00,-2.00
9308,-2.00,-2.00
9313,-2.00,-2.00
9318,-2.00,-2.00
9322,-2.00,-2.00
9327,-2.00,-2.00
9331,-1.93,-1.93
9336,-1.70,-1.70
9340,-1.51,-1.51
9346,-1.43,-1.43
9351,-1.44,-1.44
9355,-1.48,-1.48
9360,-1.53,-1.53
9364,-1.60,-1.60
9369,-1.68,-1.68
9373,-1.74,-1.74
9378,-1.82,-1.82
9383,-1.91,-1.91
9388,-1.99,-1.99
9393,-2.00,-2.00
9397,-2.00,-2.00
9402,-2.00,-2.00
9406,-2.00,-2.00
9411,-2.00,-2.00
9416,-2.00,-2.00
9420,-2.00,-2.00
9425,-2.00,-2.00
9430,-1.97,-1.97
9435,-1.92,-1.92
9439,-1.80,-1.80
9444,-1.61,-1.61
9449,-1.44,-1.44
9453,-1.25,-1.25
9458,-1.09,-1.09
9462,-0.96,-0.96
9467,-0.78,-0.78
9472,-0.60,-0.60
9477,-0.43,-0.43
9482,-0.23,-0.23
9486,0.00,0.00
9490,0.19,0.19
9494,0.36,0.36
9498,0.55,0.55
9502,0.73,0.73
9506,1.00,1.00
9511,1.23,1.23
9516,1.47,1.47
9520,1.58,1.58
9524,2.00,2.00
9528,1.96,1.96
9532,2.00,2.00
9536,2.00,2.00
9540,2.00,2.00
9544,2.00,2.00
9548,2.00,2.00
9552,2.00,2.00
9556,2.00,2.00
9561,2.00,2.00
9565,2.00,2.00
9569,2.00,2.00
9573,2.00,2.00
9578,1.92,1.92
9582,1.80,1.80
9586,1.69,1.69
9590,1.61,1.61
9594,1.53,1.53
9598,1.45,1.45
9603,1.37,1.37
9607,1.32,1.32
9611,1.30,1.30
9615,1.32,1.32
9619,1.39,1.39
9623,1.49,1.49
9627,1.57,1.57
9631,1.66,1.66
9635,1.71,1.71
9639,1.75,1.75
9645,1.76,1.76
9649,1.71,1.71
9653,1.68,1.68
9657,1.67,1.67
9661,1.67,1.67
9665,1.66,1.66
9669,1.59,1.59
9673,1.41,1.41
9677,1.14,1.14
9681,0.82,0.82
9686,0.55,0.55
9690,0.41,0.41
9694,0.15,0.15
9698,-0.12,-0.12
9703,-0.34,-0.34
9708,-0.57,-0.57
9712,-0.82,-0.82
9717,-1.01,-1.01
9721,-1.32,-1.32
9726,-1.28,-1.28
9731,-1.48,-1.48
9736,-1.56,-1.56
9740,-1.63,-1.63
9745,-1.73,-1.73
9750,-1.78,-1.78
9754,-1.86,-1.86
9759,-1.93,-1.93
9763,-2.00,-2.00
9768,-2.00,-2.00
9773,-2.00,-2.00
9778,-2.00,-2.00
9783,-2.00,-2.00
9787,-2.00,-2.00
9792,-2.00,-2.00
9796,-2.00,-2.00
9801,-1.97,-1.97
9805,-1.82,-1.82
9810,-1.74,-1.74
9816,-1.72,-1.72
9820,-1.77,-1.77
9825,-1.85,-1.85
9829,-1.98,-1.98
9834,-2.00,-2.00
9838,-2.00,-2.00
9843,-2.00,-2.00
9848,-1.88,-1.88
9852,-1.77,-1.77
9858,-1.70,-1.70
9862,-1.74,-1.74
9867,-1.72,-1.72
9871,-1.73,-1.73
9876,-1.72,-1.72
9881,-1.83,-1.83
9885,-1.97,-1.97
9890,-2.00,-2.00
9894,-2.00,-2.00
9900,-2.00,-2.00
9904,-2.00,-2.00
9909,-2.00,-2.00
9914,-2.00,-2.00
9918,-2.00,-2.00
9923,-2.00,-2.00
9927,-2.00,-2.00
9932,-2.00,-2.00
9936,-1.90,-1.90
9942,-1.79,-1.79
9947,-1.60,-1.60
9951,-1.33,-1.33
9956,-1.08,-1.08
9960,-0.78,-0.78
9965,-0.49,-0.49
9969,-0.29,-0.29
9974,-0.02,-0.02
9979,0.23,0.23
9984,0.42,0.42
9988,0.63,0.63
9992,0.86,0.86
9996,1.08,1.08
10000,1.29,1.29
10004,1.55,1.55
